0.7	     -90.58031511         0.23072296         6.27829407
0.75	     -91.09689385         0.18692936         5.08660908
0.8	     -91.47975495         0.15077605         4.10282696
0.85	     -91.76109413         0.12062773         3.28244911
0.9	     -91.96536510         0.09539529         2.59583896
0.95	     -92.10370614         0.08175520         2.22467311
1.0	     -92.18203820         0.08740935         2.37853047
1.05	     -92.22981409         0.09324683         2.53737659
1.1	     -92.25494932         0.09916138         2.69831978
1.15	     -92.26348375         0.10502450         2.85786343
1.2	     -92.26000806         0.11074290         3.01346893
1.25	     -92.24817086         0.11630564         3.16483901
1.3	     -92.23095848         0.12697935         3.45528559
1.35	     -92.20978751         0.13605978         3.70237658
1.4	     -92.18527761         0.14296028         3.89014876
1.45	     -92.15961055         0.14962857         4.07160226
1.5	     -92.13692799         0.15601227         4.24531174
1.6	     -92.12483307         0.13486134         3.66976540
1.7	     -92.11800079         0.10968204         2.98460148
1.8	     -92.10532952         0.08974773         2.44216119
1.9	     -92.07827533         0.07397519         2.01296813
2.0	     -92.05888110         0.05712486         1.55444717
2.1	     -92.04484645         0.04711547         1.28207773
2.2	     -92.03331140         0.03225706         0.87775959
2.3	     -92.02335836         0.02396330         0.65207494
2.4	     -92.01468777         0.01749306         0.47601065
2.5	     -92.00845267         0.01173812         0.31941066
2.6	     -91.98850521         0.01940618         0.52806914
2.7	     -92.00270778         0.00288034         0.07837819
2.8	     -91.99516398         0.01083815         0.29492128
2.9	     -91.99772521         0.00346424         0.09426677
3.0	     -91.98425465         0.01442392         0.39249513
3.1	     -91.98150608         0.01410881         0.38392054
3.2	     -91.97802158         0.01457537         0.39661606
3.3	     -91.97622287         0.01502484         0.40884699
3.4	     -91.97986869         0.01407438         0.38298354
3.5	     -91.98505885         0.01367672         0.37216278
3.6	     -91.98875941         0.01465294         0.39872687
3.7	     -91.99131807         0.01427103         0.38833459
3.8	     -91.99265500         0.01393193         0.37910721
3.9	     -91.99339348         0.01371009         0.37307060
4.0	     -91.99231798         0.01510333         0.41098262
4.1	     -91.99408920         0.01355093         0.36873963
4.2	     -91.99228343        -0.00088659        -0.02412536
4.3	     -91.99437591         0.01353300         0.36825179
4.4	     -91.99413393         0.01385815         0.37709970
4.5	     -91.99451001         0.01354266         0.36851479
4.6	     -91.99454868         0.01355007         0.36871646
4.7	     -91.99427123         0.01386243         0.37721617
4.8	     -92.01279621        -0.01823102        -0.49609152
4.9	     -91.99460988         0.01357713         0.36945280
5.0	     -91.99462315         0.01358681         0.36971598
5.1	     -91.99463100         0.01359712         0.36999658
5.2	     -91.99463968         0.01360638         0.37024863
5.3	     -91.99464611         0.01361492         0.37048095
5.4	     -91.99437181         0.01390528         0.37838203
5.5	     -91.99465984         0.01363059         0.37090744
5.6	     -91.99466526         0.01363749         0.37109502
5.7	     -91.99467184         0.01364424         0.37127887
5.8	     -91.99468036         0.01364734         0.37136325
